"","Report.Number","Supplemental.Number","Accident.Year","Accident.Date.Time","Operator.ID","Operator.Name","Pipeline.Facility.Name","Pipeline.Location","Pipeline.Type","Liquid.Type","Liquid.Subtype","Liquid.Name","Accident.City","Accident.County","Accident.State","Accident.Latitude","Accident.Longitude","Cause.Category","Cause.Subcategory","Unintentional.Release..Barrels.","Intentional.Release..Barrels.","Liquid.Recovery..Barrels.","Net.Loss..Barrels.","Liquid.Ignition","Liquid.Explosion","Pipeline.Shutdown","Shutdown.Date.Time","Restart.Date.Time","Public.Evacuations","Operator.Employee.Injuries","Property.Damage.Costs","Lost.Commodity.Costs","Public.Private.Property.Damage.Costs","Emergency.Response.Costs","Environmental.Remediation.Costs","Other.Costs","All.Costs"
"1774",20140336,19749,2014,"8/26/2014 1:45 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","C11","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","PROPYLENE","POINT COMFORT","CALHOUN","TX",28.69666,-96.55023,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.93,167,0,0.93,"YES","NO","YES","8/26/2014 13:49","8/26/2014 22:20",0,0,42000,7750,0,0,0,0,49750
"1791",20140347,19932,2014,"9/4/2014 11:30 AM",32109,"ONEOK NGL PIPELINE, LLC","ONEOK BINGER PUMP STATION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","MINCO","GRADY","OK",35.347873,-98.091935,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",3.4,0,0,3.4,"NO","NO","","","",0,0,3250,250,0,150,0,0,3650
"1799",20140362,21595,2014,"9/13/2014 2:10 PM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","ENID LATERAL NH3 ","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","ANTHONY","HARPER","KS",37.08136,-97.85246,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",15.6,0,15.6,0,"NO","NO","NO","","",0,0,10000,1250,2000,2500,200371,0,216121
"1808",20140377,20077,2014,"9/25/2014 8:56 AM",18718,"SUNOCO PIPELINE L.P.","13000 / TOL5 (TOLEDO ETHANE)","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE","OREGON","LUCAS","OH",41.62263,-83.48667,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",1.43,3.4,0,1.43,"NO","NO","YES","9/25/2014 8:57","9/25/2014 12:26",0,0,100,100,0,5000,0,0,5200
"1810",20140371,20386,2014,"9/25/2014 10:43 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","MCRAE TO WEST MEMPHIS","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","WIVILLE","WOODRUFF","AR",35.134147,-91.242388,"MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0.1,1,0,0.1,"NO","NO","NO","","",0,0,125000,25,0,0,0,16415,141440
"1813",20150451,20970,2014,"9/25/2014 4:30 PM",515,"DAKOTA GASIFICATION COMPANY","DAKOTA GASIFICATION","ONSHORE","ABOVEGROUND","CO2 (CARBON DIOXIDE)","","","TIOGA","WILLIAMS","ND",48.2351,-102.5404,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",1,1,0,1,"NO","NO","NO","","",0,0,500,500,0,1000,0,0,2000
"1815",20140375,20115,2014,"9/26/2014 11:30 AM",31684,"PHILLIPS 66 PIPELINE LLC","PP-03","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","ARKANSAS CITY","COWLEY","KS",37.12897,-97.051558,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.15,0,0,0.15,"NO","NO","YES","9/26/2014 13:51","9/26/2014 18:11",0,0,5000,25,0,0,0,0,5025
"1834",20140393,20932,2014,"10/10/2014 12:30 PM",31554,"CHEVRON PETROCHEMICAL PIPELINE LLC","EVANGELINE ETHYLENE PIPELINE SYSTEM","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHYLENE","SULPHUR","CALCASIEU","LA",30.0503,-93.721048,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",6,0,0,6,"NO","NO","YES","10/10/2014 12:00","10/27/2014 12:00",0,0,24323483,0,0,0,0,0,24323483
"1846",20140392,19894,2014,"10/24/2014 5:35 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","IGNACIO PUMP STATION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","DURANGO","LA PLATA","CO",37.14269,-107.78608,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.6,0,0,0.6,"NO","NO","YES","10/24/2014 5:35","10/24/2014 7:11",0,0,200,50,0,0,0,0,250
"1848",20140397,19904,2014,"10/25/2014 9:03 AM",31684,"PHILLIPS 66 PIPELINE LLC","POWDER RIVER/KERRICK STATION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","DALLAM","TX",36.472798,-102.268817,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.17,3.3,0,0.17,"NO","NO","NO","","",0,0,5000,60,0,0,0,0,5060
"1849",20140404,20792,2014,"10/27/2014 8:04 PM",31555,"KINDER MORGAN CO2 CO. LP","EASTERN SHELF PIPELINE","ONSHORE","ABOVEGROUND","CO2 (CARBON DIOXIDE)","","","SNYDER","SCURRY","TX",32.75828,-100.96146,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",90,0,0,90,"NO","NO","NO","","",0,0,1307,390,0,0,0,0,1697
"1850",20140440,21125,2014,"10/28/2014 3:15 AM",39010,"BLUE RACER MIDSTREAM, LLC","8"" BERNE TO NATRIUM","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","CONDENSATE","CAMERON","MONROE","OH",39.784839,-80.96325,"OTHER OUTSIDE FORCE DAMAGE","FIRE/EXPLOSION AS PRIMARY CAUSE",0,0,0,0,"YES","YES","NO","","",0,0,2034000,47000,10000,140000,12000,0,2243000
"1859",20140414,19949,2014,"11/10/2014 11:29 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","CLINTON LATERAL","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","PROPANE","WEST BRANCH","CEDAR COUNTY","IA",41.642669,-91.284455,"EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",3216,220,0,3216,"NO","NO","YES","11/10/2014 11:40","11/13/2014 20:57",12,0,97169,131865,0,0,0,508,229542
"1883",20140439,20576,2014,"11/30/2014 2:30 PM",32109,"ONEOK NGL PIPELINE, LLC","ONEOK VELMA PUMP STATION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","VELMA","STEPHENS","OK",34.462837,-97.688497,"INCORRECT OPERATION","INCORRECT INSTALLATION",0.24,0,0,0.24,"NO","NO","YES","11/30/2014 14:30","11/30/2014 15:00",0,0,250,25,0,100,0,0,375
"1888",20140433,20617,2014,"12/6/2014 5:16 AM",31555,"KINDER MORGAN CO2 CO. LP","MCCAMEY STATION","ONSHORE","ABOVEGROUND","CO2 (CARBON DIOXIDE)","","","MCCAMEY","UPTON","TX",31.1158,-102.2931,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",31.8,0,0,31.8,"NO","NO","NO","","",0,0,1300,141,0,200,0,0,1641
"1890",20150007,20035,2014,"12/8/2014 9:30 AM",11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","LINE 5","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","MANISTIQUE","SCHOOLCRAFT","MI",45.97528,-86.24556,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,0,0,"NO","NO","YES","12/8/2014 9:30","12/9/2014 15:30",0,0,214500,0,0,0,0,0,214500
"1901",20150004,21668,2014,"12/11/2014 9:55 AM",1845,"BUCKEYE PARTNERS, LP","EAST CHICAGO WEST TERMINAL","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","PROPYLENE","EAST CHICAGO","LAKE","IN",41.644934,-87.47608,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.12,0,0,0.12,"YES","NO","NO","","",0,0,1500,50,0,0,0,0,1550
"1912",20150025,20728,2014,"12/24/2014 9:49 PM",30826,"WILLIAMS FIELD SERVICES","OAK GROVE TO HOUSTON ETHANE LINE","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE","HICKORY","WASHINTON","PA",40.262706,-80.264106,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",1924,800,0,1924,"YES","YES","YES","12/24/2014 21:49","2/5/2015 10:50",13,0,1e+06,21509,0,10000,0,0,1031509
"1916",20150028,20086,2014,"12/30/2014 4:06 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","SHOUP PLANT","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE","CORPUS CHRISTI","NUECES","TX",27.79952,-97.5645,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",181,0,0,181,"NO","NO","YES","12/30/2014 16:11","12/30/2014 21:45",0,0,2800,7600,0,1000,0,0,11400
"1926",20150040,20630,2015,"1/10/2015 8:45 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","SHOUP TO MONT BELVIEU","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE","","JACKSON","TX",28.885881,-96.433027,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",27123,1423,0,27123,"NO","NO","YES","1/10/2015 21:05","1/28/2015 8:30",0,0,513460,215800,7500,45500,0,0,782260
"1930",20150046,21065,2015,"1/14/2015 4:20 PM",18718,"SUNOCO PIPELINE L.P.","WPOR","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","BEAUMONT","JEFFERSON","TX",29.98266,-94.06191,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",30,11709,0,30,"NO","NO","YES","1/14/2015 16:20","1/22/2015 19:30",4,0,597569,1431,0,71000,0,0,670000
"1931",20150049,20374,2015,"1/15/2015 9:00 AM",32109,"ONEOK NGL PIPELINE, LLC","ONEOK MAYSVILLE PUMP STATION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","GARVIN","OK",34.816479,-97.442674,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",1,29,0,1,"NO","NO","YES","1/15/2015 9:00","1/15/2015 12:30",0,0,250,1080,0,150,0,0,1480
"1943",20150063,20372,2015,"1/20/2015 12:34 PM",32109,"ONEOK NGL PIPELINE, LLC","ONEOK SHAWNEE PUMP STATION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","POTTAWATOMIE","OK",35.31111,-97.00602,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",6.9,0,0,6.9,"NO","NO","YES","1/20/2015 12:34","1/20/2015 13:30",0,0,200,251,0,50,0,0,501
"1950",20150060,20142,2015,"1/24/2015 12:45 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","SEMINOLE","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","ROUND ROCK","WILLIAMSON COUNTY","TX",30.566736,-97.621066,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.1,22,0,0.1,"NO","NO","YES","2/2/2015 8:00","2/2/2015 21:30",0,0,264000,500,0,0,0,0,264500
"1952",20150071,21327,2015,"1/26/2015 9:38 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","ATEX-1","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE","COLLIERS","BROOKE","WV",40.366817,-80.584594,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",30565,0,0,30565,"YES","YES","YES","1/26/2015 9:39","2/14/2015 13:30",1,0,1821591,194000,95000,0,0,4800000,6910591
"1955",20150068,21180,2015,"1/26/2015 12:20 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","LYBROOK STATION","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","LYBROOK","RIO ARRIBA COUNTY","NM",36.232606,-107.54596,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",24,0,0,24,"NO","NO","YES","1/24/2015 14:00","3/19/2015 11:00",0,0,250000,500,0,0,0,0,250500
"1967",20150077,20971,2015,"2/3/2015 8:47 AM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","ENID LATERAL ANHYDROUS AMMONIA SYSTEM","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","","GRANT ","OK",36.81045,-97.8319,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.2,0,0,0.2,"NO","NO","YES","2/3/2015 8:47","2/3/2015 18:30",0,0,500,80,0,500,0,0,1080
"1971",20150085,20210,2015,"2/6/2015 12:00 PM",31684,"PHILLIPS 66 PIPELINE LLC","PR-01 / DENVER JUNCTION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","AURORA","ADAMS","CO",39.763568,-104.826857,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.38,0,0,0.38,"NO","NO","NO","","",0,0,50,25,0,0,0,0,75
"1974",20150084,20726,2015,"2/11/2015 6:24 PM",30826,"WILLIAMS FIELD SERVICES","OAK GROVE TO HOUSTON ETHANE LINE","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE","HICKORY","WASHINTON","PA",40.262706,-80.264106,"INCORRECT OPERATION","PIPELINE/EQUIPMENT OVERPRESSURED",51,0,0,51,"NO","NO","YES","2/11/2015 18:24","4/13/2015 12:30",13,0,10000,402,0,10000,0,0,20402
"1993",20150107,20720,2015,"2/27/2015 5:15 PM",31555,"KINDER MORGAN CO2 CO. LP","EASTERN SHELF PIPELINE PUMP STATION","ONSHORE","ABOVEGROUND","CO2 (CARBON DIOXIDE)","","","SNYDER","SCURRY","TX",32.757835,-100.960956,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",23,0,0,23,"NO","NO","NO","","",0,0,1395,75,0,132,0,0,1602
"1997",20150109,20285,2015,"3/2/2015 9:15 AM",31684,"PHILLIPS 66 PIPELINE LLC","MEX-TEX NGL","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","ANDREWS","TX",32.407275,-102.884611,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.33,20,0,0.33,"NO","NO","YES","3/2/2015 9:25","3/3/2015 15:00",0,0,20000,1000,0,0,0,0,21000
"1998",20150117,20299,2015,"3/2/2015 10:25 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","GEISMAR JUNCTION TO PROMIX 6""","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","GEISMAR","ASCENSION","LA",30.18156,-90.9603,"CORROSION","EXTERNAL",0.2,0,0,0.2,"NO","NO","YES","3/2/2015 11:02","3/4/2015 4:00",0,0,10000,25,0,0,0,0,10025
"2000",20150110,20394,2015,"3/2/2015 12:00 PM",31684,"PHILLIPS 66 PIPELINE LLC","PR-14","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","WELD","CO",40.136819,-104.509592,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.48,0.23,0,0.48,"NO","NO","NO","","",0,0,15000,30,0,0,0,0,15030
"2002",20150114,20644,2015,"3/2/2015 6:15 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","ENTERPRISE ATEX","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE","JACKSONVILLE","PULASKI","AR",34.84676,-92.09123,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.2,13500,0,0.2,"NO","NO","NO","","",0,0,730000,2,0,0,0,0,730002
"2012",20150129,20316,2015,"3/10/2015 11:55 AM",31684,"PHILLIPS 66 PIPELINE LLC","BL-02","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","SEDALIA","PETTIS","MO",38.622839,-93.225229,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.33,747,0,0.33,"NO","NO","YES","3/10/2015 12:13","3/12/2015 3:17",0,0,2500,21,0,0,0,0,2521
"2017",20150135,20574,2015,"3/12/2015 2:30 PM",32109,"ONEOK NGL PIPELINE, LLC","ONEOK PRAIRIE VIEW JCT. SITE # 617","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","BRYAN","OK",34.12899,-96.46764,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",5,0,0,5,"NO","NO","YES","3/12/2015 10:18","3/13/2015 20:00",0,0,40000,200,0,10000,2367,87633,140200
"2023",20150115,20297,2015,"3/15/2015 9:20 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","SEMINOLE MAINLINE","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE/PROPANE","LINCOLN","LEE COUNTY","TX",30.315859,-97.012587,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.1,36.3,0,0.1,"NO","NO","YES","3/23/2015 10:45","3/23/2015 18:30",0,0,230000,50,0,0,0,0,230050
"2032",20150144,20352,2015,"3/22/2015 3:54 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","LUFKIN STATION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","Y-GRADE","LUFKIN","ANGELINA","TX",31.436508,-94.759262,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",3,0,0,3,"NO","NO","NO","","",0,0,0,150,0,0,0,0,150
"2042",20150156,20393,2015,"4/1/2015 8:10 AM",32109,"ONEOK NGL PIPELINE, LLC","ONEOK MEDFORD LINE #4 PUMP ","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","GRANT","OK",36.774347,-97.756557,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",4.4,0,0,4.4,"NO","NO","YES","4/1/2015 8:10","4/1/2015 8:30",0,0,1500,190,0,0,0,0,1690
"2051",20150165,20572,2015,"4/10/2015 8:30 AM",22855,"KOCH PIPELINE COMPANY, L.P.","HOUSTON SEGMENT 520 8""","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","PROPYLENE","HOUSTON","HARRIS","TX",29.705369,-95.249282,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.79,0,0,0.79,"NO","NO","NO","","",0,0,0,50,0,53663,0,0,53713
"2054",20150164,20418,2015,"4/11/2015 1:51 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","MONT BELVIEU METER SITE TO ENTERPRISE EOL","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","Y-GRADE","MONT BELVIEU","CHAMBERS COUNTY","TX",29.862472,-94.905644,"CORROSION","EXTERNAL",5,2000,0,5,"NO","NO","YES","4/8/2015 16:58","4/12/2015 2:30",0,0,80000,200,0,0,0,0,80200
"2060",20150171,20428,2015,"4/16/2015 7:45 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC"," MORGANS POINT TO TEXAS PETRO OLEFINS #3","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","RGP","","HARRIS","TX",29.57863,-95.017273,"INCORRECT OPERATION","INCORRECT EQUIPMENT",2.3,0,0,2.3,"NO","NO","NO","","",0,0,0,100,0,0,0,0,100
"2062",20150180,21536,2015,"4/17/2015 6:48 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","LOU TEX NGL 12""","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","Y-GRADE","","ACADIA PARISH","LA",30.16,-92.55346,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",2535,0,0,2535,"NO","NO","YES","4/17/2015 6:48","4/18/2015 13:30",37,0,83000,55000,0,0,0,32000,170000
"2087",20150198,21017,2015,"5/4/2015 1:47 PM",31672,"CHAPARRAL ENERGY, LLC","COFFEYVILLE CO2 PIPELINE","ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","","","","OSAGE","OK",36.827669,-96.475662,"CORROSION","EXTERNAL",4.5,1033,0,4.5,"NO","NO","YES","5/4/2015 14:30","5/6/2015 22:36",0,0,12000,25,0,0,0,0,12025
"2096",20150210,20667,2015,"5/11/2015 10:30 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","CLARKWOOD LATERAL","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","CORPUS CHRISTI","NUECES","TX",27.80113016,-97.45456557,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",0.1,0,0,0.1,"NO","NO","NO","","",0,0,86000,0,0,0,0,0,86000
"2106",20150223,20552,2015,"5/20/2015 6:31 PM",31130,"DCP MIDSTREAM","THREE RIVERS METER STATION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","GEORGE WEST","LIVE OAK","TX",28.40632,-98.13716,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",770,0,0,770,"YES","NO","NO","","",0,0,2000,30000,0,0,0,0,32000
"2116",20150235,20555,2015,"5/28/2015 1:30 PM",32099,"ENERGY TRANSFER COMPANY","TXBW1P2C","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","KERMIT","WINKLER","TX",31.7316,-102.988,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.5,90,0,0.5,"NO","NO","YES","5/28/2015 13:30","5/29/2015 2:00",0,0,0,1500,0,0,0,0,1500
"2120",20150237,21807,2015,"6/1/2015 4:09 AM",10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","RAMAH PUMP STATION","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","","IBERVILLE","LA",30.386817,-91.507267,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",8.98,9.63,7.18,1.8,"NO","NO","YES","6/1/2015 2:28","6/3/2015 23:45",0,0,49400,635,0,17820,0,0,67855
"2136",20150248,21086,2015,"6/14/2015 10:09 PM",18718,"SUNOCO PIPELINE L.P.","TOLEDO PUMP STATION (TOL5)","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE","OREGON","LUCAS","OH",41.62247,-83.48496,"MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0.4,0.5,0,0.4,"NO","NO","YES","6/14/2015 22:09","6/16/2015 12:38",0,0,20,20,0,2500,0,0,2540
"2138",20150255,20773,2015,"6/16/2015 2:31 AM",22855,"KOCH PIPELINE COMPANY, L.P.","LIBERTY PUMP STATION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE","LIBERTY","LIBERTY","TX",29.926983,-94.699149,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",4.05,0.74,0,4.05,"NO","NO","NO","","",0,0,0,37,0,7987,0,0,8024
